name,dn,orig,dest,t,link,x,s,v
1,5,1802518268,1870091825,415,Firoz Shah Road-998790357,619.5273618262993,-1.0,13.888888888888891
1,5,1802518268,1870091825,420,Firoz Shah Road-998790357,688.9718062707437,-1.0,13.888888888888891
1,5,1802518268,1870091825,425,Firoz Shah Road-998790357,758.4162507151882,-1.0,13.888888888888891
1,5,1802518268,1870091825,430,Firoz Shah Road-998790357,827.8606951596327,-1.0,13.888888888888891
1,5,1802518268,1870091825,435,Firoz Shah Road-998790357,897.3051396040771,-1.0,13.888888888888891
1,5,1802518268,1870091825,440,Firoz Shah Road-998790357,966.7495840485216,-1.0,13.888888888888891
1,5,1802518268,1870091825,445,Firoz Shah Road-998790357,1036.194028492966,-1.0,13.888888888888891
1,5,1802518268,1870091825,450,Akbar Road-24577385,20.865997856087457,-1.0,13.888888888888868
1,5,1802518268,1870091825,455,Akbar Road-24577385,90.3104423005319,-1.0,13.88888888888889
1,5,1802518268,1870091825,460,Akbar Road-24577385,159.75488674497635,-1.0,13.88888888888889
1,5,1802518268,1870091825,465,Akbar Road-24577385,229.19933118942077,-1.0,13.888888888888886
1,5,1802518268,1870091825,470,Akbar Road-24577385,298.64377563386523,-1.0,13.888888888888891
1,5,1802518268,1870091825,475,Akbar Road-24577385,368.0882200783097,-1.0,13.888888888888891
1,5,1802518268,1870091825,480,Akbar Road-24577385,437.53266452275415,-1.0,13.888888888888891
1,5,1802518268,1870091825,485,Akbar Road-24577385,506.9771089671986,-1.0,13.888888888888891
1,5,1802518268,1870091825,490,Akbar Road-24577385,576.421553411643,-1.0,13.88888888888888
1,5,1802518268,1870091825,495,Akbar Road-24577385,645.8659978560875,-1.0,13.888888888888891
1,5,1802518268,1870091825,500,Akbar Road-24577385,715.3104423005319,-1.0,13.888888888888891
1,5,1802518268,1870091825,505,Akbar Road-24577385,784.7548867449764,-1.0,13.888888888888891
1,5,1802518268,1870091825,510,Akbar Road-24577385,854.1993311894208,-1.0,13.888888888888891
1,5,1802518268,1870091825,515,Akbar Road-24577385,923.6437756338653,-1.0,13.888888888888891
1,5,1802518268,1870091825,520,Akbar Road-24577385,993.0882200783097,-1.0,13.888888888888891
1,5,1802518268,1870091825,525,Akbar Road-24577385,1062.5326645227542,-1.0,13.888888888888891
1,5,1802518268,1870091825,530,Akbar Road-24577385,1131.9771089671985,-1.0,13.888888888888868
1,5,1802518268,1870091825,535,Prithviraj Road-664985710-reverse,51.54102374678223,-1.0,13.888888888888868
1,5,1802518268,1870091825,540,Prithviraj Road-664985710-reverse,120.98546819122667,-1.0,13.88888888888889
1,5,1802518268,1870091825,545,Prithviraj Road-664985710-reverse,190.42991263567112,-1.0,13.88888888888889
1,5,1802518268,1870091825,550,Prithviraj Road-664985710-reverse,259.87435708011554,-1.0,13.888888888888886
1,5,1802518268,1870091825,555,Prithviraj Road-664985710-reverse,329.31880152456,-1.0,13.888888888888891
1,5,1802518268,1870091825,560,Prithviraj Road-664985710-reverse,398.76324596900446,-1.0,13.888888888888891
1,5,1802518268,1870091825,565,Prithviraj Road-664985710-reverse,468.2076904134489,-1.0,13.888888888888891
1,5,1802518268,1870091825,570,Prithviraj Road-664985710-reverse,537.6521348578933,-1.0,13.88888888888888
1,5,1802518268,1870091825,575,Prithviraj Road-664985710-reverse,607.0965793023378,-1.0,13.888888888888891
1,5,1802518268,1870091825,580,Prithviraj Road-664985710-reverse,676.5410237467822,-1.0,13.888888888888891
1,5,1802518268,1870091825,585,Prithviraj Road-664985710-reverse,745.9854681912267,-1.0,13.888888888888891
1,5,1802518268,1870091825,590,Prithviraj Road-664985710-reverse,815.4299126356711,-1.0,13.888888888888891
1,5,1802518268,1870091825,595,Prithviraj Road-664985710-reverse,884.8743570801156,-1.0,13.888888888888891
1,5,1802518268,1870091825,600,Prithviraj Road-581989171,35.243381961618866,-1.0,13.888888888888891
1,5,1802518268,1870091825,605,Prithviraj Road-581989171,104.68782640606331,-1.0,13.88888888888889
1,5,1802518268,1870091825,610,Prithviraj Road-581989171,174.13227085050775,-1.0,13.88888888888889
1,5,1802518268,1870091825,615,Prithviraj Road-581989171,243.57671529495218,-1.0,13.888888888888886
1,5,1802518268,1870091825,620,Prithviraj Road-581989171,313.02115973939664,-1.0,13.888888888888891
1,5,1802518268,1870091825,625,Prithviraj Road-581989171,382.4656041838411,-1.0,13.888888888888891
1,5,1802518268,1870091825,630,Prithviraj Road-581989171,451.91004862828555,-1.0,13.888888888888891
1,5,1802518268,1870091825,635,Prithviraj Road-581989171,521.35449307273,-1.0,13.88888888888888
1,5,1802518268,1870091825,640,Prithviraj Road-581989171,590.7989375171744,-1.0,13.888888888888891
1,5,1802518268,1870091825,645,Prithviraj Road-581989171,660.2433819616189,-1.0,13.888888888888891
1,5,1802518268,1870091825,650,Prithviraj Road-581989171,729.6878264060633,-1.0,13.888888888888891
1,5,1802518268,1870091825,655,Prithviraj Road-581989171,799.1322708505078,-1.0,13.888888888888891
1,5,1802518268,1870091825,660,Prithviraj Road-581989171,868.5767152949522,-1.0,13.888888888888891
1,5,1802518268,1870091825,665,Prithviraj Road-581989171,938.0211597393967,-1.0,13.888888888888891
1,5,1802518268,1870091825,670,Prithviraj Road-581989171,1007.4656041838412,-1.0,13.888888888888891
1,5,1802518268,1870091825,675,Prithviraj Road-581989171,1076.9100486282855,-1.0,13.888888888888868
1,5,1802518268,1870091825,680,Prithviraj Road-581989171,1146.3544930727298,-1.0,13.888888888888868
1,5,1802518268,1870091825,685,Prithviraj Road-581989171,1215.7989375171742,-1.0,13.888888888888868
1,5,1802518268,1870091825,690,Prithviraj Road-581989171,1285.2433819616185,-1.0,13.888888888888868
1,5,1802518268,1870091825,695,Prithviraj Road-581989171,1354.6878264060629,-1.0,13.888888888888868
1,5,1802518268,1870091825,700,Prithviraj Road-581989171,1424.1322708505072,-1.0,13.888888888888868
1,5,1802518268,1870091825,700,trip_end,-1.0,-1.0,-1.0
2,5,1802518268,1870091825,275,Babu Ram Solanki Marg-714986189,0.0,-1.0,13.88888888888889
2,5,1802518268,1870091825,280,Babu Ram Solanki Marg-714986189,69.44444444444444,-1.0,13.88888888888889
2,5,1802518268,1870091825,285,Babu Ram Solanki Marg-714986189,138.88888888888889,-1.0,13.88888888888889
2,5,1802518268,1870091825,290,Babu Ram Solanki Marg-714986189,208.33333333333331,-1.0,13.888888888888886
2,5,1802518268,1870091825,295,Babu Ram Solanki Marg-714986189,277.77777777777777,-1.0,13.888888888888891
2,5,1802518268,1870091825,300,Babu Ram Solanki Marg-714986189,347.22222222222223,-1.0,13.888888888888891
2,5,1802518268,1870091825,305,Babu Ram Solanki Marg-714986189,416.6666666666667,-1.0,13.888888888888891
2,5,1802518268,1870091825,310,Babu Ram Solanki Marg-714986189,486.11111111111114,-1.0,13.888888888888891
2,5,1802518268,1870091825,315,Babu Ram Solanki Marg-714986189,555.5555555555555,-1.0,13.88888888888888
2,5,1802518268,1870091825,320,Babu Ram Solanki Marg-714986189,625.0,-1.0,13.888888888888891
2,5,1802518268,1870091825,325,Babu Ram Solanki Marg-714986189,694.4444444444445,-1.0,13.888888888888891
2,5,1802518268,1870091825,330,Babu Ram Solanki Marg-714986189,763.8888888888889,-1.0,13.888888888888891
2,5,1802518268,1870091825,335,Babu Ram Solanki Marg-714986189,833.3333333333334,-1.0,13.888888888888891
2,5,1802518268,1870091825,340,Babu Ram Solanki Marg-714986189,902.7777777777778,-1.0,13.888888888888891
2,5,1802518268,1870091825,345,Babu Ram Solanki Marg-714986189,972.2222222222223,-1.0,13.888888888888891
2,5,1802518268,1870091825,350,Babu Ram Solanki Marg-714986189,1041.6666666666667,-1.0,13.888888888888891
2,5,1802518268,1870091825,355,Babu Ram Solanki Marg-714986189,1111.111111111111,-1.0,13.888888888888868
2,5,1802518268,1870091825,360,Babu Ram Solanki Marg-714986189,1180.5555555555554,-1.0,13.888888888888868
2,5,1802518268,1870091825,365,Babu Ram Solanki Marg-714986189,1249.9999999999998,-1.0,13.888888888888868
2,5,1802518268,1870091825,370,Babu Ram Solanki Marg-714986189,1319.4444444444441,-1.0,13.888888888888868
2,5,1802518268,1870091825,375,Outer Circle-578543605-reverse,17.943566571343126,-1.0,13.88888888888887
2,5,1802518268,1870091825,380,Outer Circle-578543605-reverse,87.38801101578757,-1.0,13.88888888888889
2,5,1802518268,1870091825,385,Outer Circle-578543605-reverse,156.832455460232,-1.0,13.88888888888889
2,5,1802518268,1870091825,390,Outer Circle-578543605-reverse,226.27689990467644,-1.0,13.888888888888886
2,5,1802518268,1870091825,395,Outer Circle-578543605-reverse,295.7213443491209,-1.0,13.888888888888891
2,5,1802518268,1870091825,400,Outer Circle-578543605-reverse,365.16578879356535,-1.0,13.888888888888891
2,5,1802518268,1870091825,405,Outer Circle-578543605-reverse,434.6102332380098,-1.0,13.888888888888891
2,5,1802518268,1870091825,410,Outer Circle-578543605-reverse,504.05467768245427,-1.0,13.888888888888891
2,5,1802518268,1870091825,415,Outer Circle-578543605-reverse,573.4991221268987,-1.0,13.88888888888888
2,5,1802518268,1870091825,420,Sansad Marg-570616029-reverse,58.64545630656779,-1.0,13.888888888888893
2,5,1802518268,1870091825,425,Sansad Marg-570616029-reverse,128.08990075101224,-1.0,13.888888888888891
2,5,1802518268,1870091825,430,Sansad Marg-570616029-reverse,197.5343451954567,-1.0,13.888888888888891
2,5,1802518268,1870091825,435,Outer Circle-562340241-reverse,50.48097242149933,-1.0,13.888888888888893
2,5,1802518268,1870091825,440,Outer Circle-562340241-reverse,119.92541686594377,-1.0,13.88888888888889
2,5,1802518268,1870091825,445,Outer Circle-562340241-reverse,189.36986131038822,-1.0,13.88888888888889
2,5,1802518268,1870091825,450,Outer Circle-562340241-reverse,258.8143057548327,-1.0,13.888888888888891
2,5,1802518268,1870091825,455,Outer Circle-562340241-reverse,328.25875019927713,-1.0,13.888888888888891
2,5,1802518268,1870091825,460,Outer Circle-562340241-reverse,397.7031946437216,-1.0,13.888888888888891
2,5,1802518268,1870091825,465,Firoz Shah Road-998790357,63.971806270743684,-1.0,13.888888888888891
2,5,1802518268,1870091825,470,Firoz Shah Road-998790357,133.41625071518814,-1.0,13.888888888888891
2,5,1802518268,1870091825,475,Firoz Shah Road-998790357,202.8606951596326,-1.0,13.888888888888891
2,5,1802518268,1870091825,480,Firoz Shah Road-998790357,272.30513960407706,-1.0,13.888888888888891
2,5,1802518268,1870091825,485,Firoz Shah Road-998790357,341.7495840485215,-1.0,13.888888888888891
2,5,1802518268,1870091825,490,Firoz Shah Road-998790357,411.19402849296597,-1.0,13.888888888888891
2,5,1802518268,1870091825,495,Firoz Shah Road-998790357,480.6384729374104,-1.0,13.888888888888891
2,5,1802518268,1870091825,500,Firoz Shah Road-998790357,550.0829173818548,-1.0,13.88888888888888
2,5,1802518268,1870091825,505,Firoz Shah Road-998790357,619.5273618262993,-1.0,13.888888888888891
2,5,1802518268,1870091825,510,Firoz Shah Road-998790357,688.9718062707437,-1.0,13.888888888888891
2,5,1802518268,1870091825,515,Firoz Shah Road-998790357,758.4162507151882,-1.0,13.888888888888891
2,5,1802518268,1870091825,520,Firoz Shah Road-998790357,827.8606951596327,-1.0,13.888888888888891
2,5,1802518268,1870091825,525,Firoz Shah Road-998790357,897.3051396040771,-1.0,13.888888888888891
2,5,1802518268,1870091825,530,Firoz Shah Road-998790357,966.7495840485216,-1.0,13.888888888888891
2,5,1802518268,1870091825,535,Firoz Shah Road-998790357,1036.194028492966,-1.0,13.888888888888891
2,5,1802518268,1870091825,540,Akbar Road-24577385,20.865997856087457,-1.0,13.888888888888868
2,5,1802518268,1870091825,545,Akbar Road-24577385,90.3104423005319,-1.0,13.88888888888889
2,5,1802518268,1870091825,550,Akbar Road-24577385,159.75488674497635,-1.0,13.88888888888889
2,5,1802518268,1870091825,555,Akbar Road-24577385,229.19933118942077,-1.0,13.888888888888886
2,5,1802518268,1870091825,560,Akbar Road-24577385,298.64377563386523,-1.0,13.888888888888891
